"country","iso3","subregion","date","classification","new_cases","cases"
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,1
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Mexico","MEX","North America",2022-08-22,"Confirmed",260,978
"Mexico","MEX","North America",2022-08-22,"Deaths",1,4
"Mexico","MEX","North America",2022-08-22,"Suspected",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,1
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Nicaragua","NIC","Central America",2022-08-22,"Confirmed",0,0
"Nicaragua","NIC","Central America",2022-08-22,"Deaths",0,0
"Nicaragua","NIC","Central America",2022-08-22,"Suspected",0,0
"Panama","PAN","Central America",2022-08-22,"Confirmed",3,12
"Panama","PAN","Central America",2022-08-22,"Deaths",0,0
"Panama","PAN","Central America",2022-08-22,"Suspected",0,0
"Peru","PER","South America",2022-08-22,"Confirmed",250,1740
"Peru","PER","South America",2022-08-22,"Deaths",1,13
"Peru","PER","South America",2022-08-22,"Suspected",0,2
"Paraguay","PRY","South America",2022-08-22,"Confirmed",1,1
"Paraguay","PRY","South America",2022-08-22,"Deaths",0,0
"Paraguay","PRY","South America",2022-08-22,"Suspected",0,2
"El Salvador","SLV","Central America",2022-08-22,"Confirmed",0,0
"El Salvador","SLV","Central America",2022-08-22,"Deaths",0,0
"El Salvador","SLV","Central America",2022-08-22,"Suspected",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Uruguay","URY","South America",2022-08-22,"Confirmed",0,5
"Uruguay","URY","South America",2022-08-22,"Deaths",0,0
"Uruguay","URY","South America",2022-08-22,"Suspected",0,12
"United States of America (the)","USA","North America",2022-08-22,"Confirmed",2159,21084
"United States of America (the)","USA","North America",2022-08-22,"Deaths",5,26
"United States of America (the)","USA","North America",2022-08-22,"Suspected",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Venezuela","VEN","South America",2022-08-22,"Confirmed",2,3
"Venezuela","VEN","South America",2022-08-22,"Deaths",0,0
"Venezuela","VEN","South America",2022-08-22,"Suspected",0,1
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Confirmed",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Deaths",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-22,"Suspected",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",1,2
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,1
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Argentina","ARG","South America",2022-08-29,"Confirmed",46,211
"Argentina","ARG","South America",2022-08-29,"Deaths",1,1
"Argentina","ARG","South America",2022-08-29,"Suspected",0,26
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,2
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,1
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Belize","BLZ","Central America",2022-08-29,"Confirmed",0,0
"Belize","BLZ","Central America",2022-08-29,"Deaths",0,0
"Belize","BLZ","Central America",2022-08-29,"Suspected",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Bolivia","BOL","South America",2022-08-29,"Confirmed",25,90
"Bolivia","BOL","South America",2022-08-29,"Deaths",0,0
"Bolivia","BOL","South America",2022-08-29,"Suspected",289,324
"Brazil","BRA","South America",2022-08-29,"Confirmed",663,7021
"Brazil","BRA","South America",2022-08-29,"Deaths",1,2
"Brazil","BRA","South America",2022-08-29,"Suspected",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,1
"Canada","CAN","North America",2022-08-29,"Confirmed",29,1382
"Canada","CAN","North America",2022-08-29,"Deaths",0,0
"Canada","CAN","North America",2022-08-29,"Suspected",0,0
"Chile","CHL","South America",2022-08-29,"Confirmed",143,634
"Chile","CHL","South America",2022-08-29,"Deaths",0,0
"Chile","CHL","South America",2022-08-29,"Suspected",0,68
"Colombia","COL","South America",2022-08-29,"Confirmed",421,1539
"Colombia","COL","South America",2022-08-29,"Deaths",0,0
"Colombia","COL","South America",2022-08-29,"Suspected",0,0
"Costa Rica","CRI","Central America",2022-08-29,"Confirmed",0,3
"Costa Rica","CRI","Central America",2022-08-29,"Deaths",0,0
"Costa Rica","CRI","Central America",2022-08-29,"Suspected",0,3
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,1
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,1
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",16,41
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,1
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Ecuador","ECU","South America",2022-08-29,"Confirmed",15,76
"Ecuador","ECU","South America",2022-08-29,"Deaths",0,1
"Ecuador","ECU","South America",2022-08-29,"Suspected",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Guatemala","GTM","Central America",2022-08-29,"Confirmed",3,13
"Guatemala","GTM","Central America",2022-08-29,"Deaths",0,0
"Guatemala","GTM","Central America",2022-08-29,"Suspected",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,2
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,2
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Honduras","HND","Central America",2022-08-29,"Confirmed",0,4
"Honduras","HND","Central America",2022-08-29,"Deaths",0,0
"Honduras","HND","Central America",2022-08-29,"Suspected",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,4
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",5,13
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Mexico","MEX","North America",2022-08-29,"Confirmed",269,1247
"Mexico","MEX","North America",2022-08-29,"Deaths",0,4
"Mexico","MEX","North America",2022-08-29,"Suspected",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,1
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Nicaragua","NIC","Central America",2022-08-29,"Confirmed",0,0
"Nicaragua","NIC","Central America",2022-08-29,"Deaths",0,0
"Nicaragua","NIC","Central America",2022-08-29,"Suspected",0,0
"Panama","PAN","Central America",2022-08-29,"Confirmed",0,12
"Panama","PAN","Central America",2022-08-29,"Deaths",0,0
"Panama","PAN","Central America",2022-08-29,"Suspected",0,0
"Peru","PER","South America",2022-08-29,"Confirmed",242,1982
"Peru","PER","South America",2022-08-29,"Deaths",1,14
"Peru","PER","South America",2022-08-29,"Suspected",0,2
"Paraguay","PRY","South America",2022-08-29,"Confirmed",0,1
"Paraguay","PRY","South America",2022-08-29,"Deaths",0,0
"Paraguay","PRY","South America",2022-08-29,"Suspected",2,4
"El Salvador","SLV","Central America",2022-08-29,"Confirmed",1,1
"El Salvador","SLV","Central America",2022-08-29,"Deaths",0,0
"El Salvador","SLV","Central America",2022-08-29,"Suspected",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Uruguay","URY","South America",2022-08-29,"Confirmed",0,5
"Uruguay","URY","South America",2022-08-29,"Deaths",0,0
"Uruguay","URY","South America",2022-08-29,"Suspected",0,12
"United States of America (the)","USA","North America",2022-08-29,"Confirmed",1838,22922
"United States of America (the)","USA","North America",2022-08-29,"Deaths",6,32
"United States of America (the)","USA","North America",2022-08-29,"Suspected",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Venezuela","VEN","South America",2022-08-29,"Confirmed",0,3
"Venezuela","VEN","South America",2022-08-29,"Deaths",0,0
"Venezuela","VEN","South America",2022-08-29,"Suspected",0,1
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Confirmed",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Deaths",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-08-29,"Suspected",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,2
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,1
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Argentina","ARG","South America",2022-09-05,"Confirmed",57,268
"Argentina","ARG","South America",2022-09-05,"Deaths",0,1
"Argentina","ARG","South America",2022-09-05,"Suspected",0,26
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,2
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,1
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Belize","BLZ","Central America",2022-09-05,"Confirmed",0,0
"Belize","BLZ","Central America",2022-09-05,"Deaths",0,0
"Belize","BLZ","Central America",2022-09-05,"Suspected",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Bolivia","BOL","South America",2022-09-05,"Confirmed",29,119
"Bolivia","BOL","South America",2022-09-05,"Deaths",0,0
"Bolivia","BOL","South America",2022-09-05,"Suspected",0,324
"Brazil","BRA","South America",2022-09-05,"Confirmed",637,7658
"Brazil","BRA","South America",2022-09-05,"Deaths",0,2
"Brazil","BRA","South America",2022-09-05,"Suspected",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,1
"Canada","CAN","North America",2022-09-05,"Confirmed",18,1400
"Canada","CAN","North America",2022-09-05,"Deaths",0,0
"Canada","CAN","North America",2022-09-05,"Suspected",0,0
"Chile","CHL","South America",2022-09-05,"Confirmed",131,765
"Chile","CHL","South America",2022-09-05,"Deaths",0,0
"Chile","CHL","South America",2022-09-05,"Suspected",0,68
"Colombia","COL","South America",2022-09-05,"Confirmed",459,1998
"Colombia","COL","South America",2022-09-05,"Deaths",0,0
"Colombia","COL","South America",2022-09-05,"Suspected",0,0
"Costa Rica","CRI","Central America",2022-09-05,"Confirmed",1,4
"Costa Rica","CRI","Central America",2022-09-05,"Deaths",0,0
"Costa Rica","CRI","Central America",2022-09-05,"Suspected",0,3
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",1,2
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,1
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,1
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",9,50
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,1
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Ecuador","ECU","South America",2022-09-05,"Confirmed",22,98
"Ecuador","ECU","South America",2022-09-05,"Deaths",0,1
"Ecuador","ECU","South America",2022-09-05,"Suspected",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Guatemala","GTM","Central America",2022-09-05,"Confirmed",0,13
"Guatemala","GTM","Central America",2022-09-05,"Deaths",0,0
"Guatemala","GTM","Central America",2022-09-05,"Suspected",2,2
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,2
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,2
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Honduras","HND","Central America",2022-09-05,"Confirmed",0,4
"Honduras","HND","Central America",2022-09-05,"Deaths",0,0
"Honduras","HND","Central America",2022-09-05,"Suspected",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,4
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,13
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Mexico","MEX","North America",2022-09-05,"Confirmed",309,1556
"Mexico","MEX","North America",2022-09-05,"Deaths",2,6
"Mexico","MEX","North America",2022-09-05,"Suspected",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-09-05,"Suspected",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-09-05,"Confirmed",0,1
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-09-05,"Deaths",0,0
